"date","date2","Overall UK ONS CPIH","Overall UK Micro CPI","London","South East","South West","East of England","East Midlands","West Midlands","Yorkshire and the Humber","North West","North East","Wales","Scotland","Northern Ireland"
200709,2007-09-01,2,1.80714312936421,2.10375904185713,1.47836100178087,2.13823995845595,1.58290771255072,1.63634916198747,1.9593268118181,1.57851869833985,1.79954889024612,2.4817756470668,2.02299130391301,1.60986204233586,1.41858377015318
200710,2007-10-01,2.3,2.2126222352749,2.39887814695021,1.83944136500067,2.35320595565944,1.93637763176084,1.94924262112695,2.09110755112896,2.21870034107114,2.15515975081189,3.06179554661574,2.59745275926104,2.22044038387372,1.97452495573742
200711,2007-11-01,2.2,2.32042797381029,2.52220381283472,2.11951847525678,2.49786791227526,2.13600864667272,2.0343683191278,2.28712846570596,2.27157918302938,2.10314455376175,2.96693366271059,2.79997944561603,2.35358302496058,1.89802745649448
200712,2007-12-01,2.3,2.38945867845746,2.5630282381339,2.06765617607634,2.57425800151503,2.06452364829153,2.39422720365472,2.38796618057247,2.22187826946878,2.1768414572481,3.08050756510327,2.72531554836077,2.53298430092372,2.23903315300591
200801,2008-01-01,2.4,2.2311725183312,2.26418693361452,1.93423014734722,2.36818049006526,1.86739455366673,2.02618343939278,2.27668862068708,2.09784746963435,2.31459780798178,3.0794212799526,2.78556618935464,2.13199511214717,1.82843879140477
200802,2008-02-01,2.6,2.25244743388779,2.27829986055124,2.07206124779402,2.48950332616089,1.98998653255338,2.19915360149603,2.32517696697689,2.33704059554589,2.38945516354179,2.90593762274218,2.77823065830565,2.2114563678866,2.04982014363582
200803,2008-03-01,2.6,2.31791082990329,2.27545190021181,2.10836399195102,2.58755609267032,2.11245762884715,2.09465954305592,2.47142650241596,2.38350592630614,2.43013130017857,3.04688345453143,2.97085742720933,2.31800909035527,2.4320502885917
200804,2008-04-01,3,2.60575177909546,2.58048090529299,2.50779716331069,2.90012569470404,2.38952148361466,2.47090855997196,2.9437130263479,2.62211555565528,2.55867359107775,2.99500678426079,2.95728317830171,2.6827563028021,2.67420960071261
200805,2008-05-01,3.3,2.93214739575687,2.97122694783911,2.84868323517489,3.29183019006998,2.686738777211,3.01807997216643,3.33108356810616,2.99264407025726,2.72129008628657,3.10911044861502,3.17377082513723,2.96434756427912,3.11376092206694
200806,2008-06-01,3.7,3.40950963331519,3.26492151725075,3.18144554702846,3.84960892700901,3.30505045376477,3.71565338948068,3.74286634451009,3.39118160602629,3.23246620207924,3.81283957157439,3.77158584186943,3.34369334448619,3.16291220605682
200807,2008-07-01,4.2,3.72286819967791,3.56650908133731,3.59046181809801,4.1047554683542,3.55538621189309,3.95534074922694,4.04205557316564,3.66458108066219,3.40935258877491,4.45094663418932,4.11791759443358,3.84755180679461,3.51579853059678
200808,2008-08-01,4.4,3.99351265776908,3.76785717671575,3.76785010564993,4.38449807013808,3.82969332229925,4.16199358283873,4.27315357803091,3.8702738469212,3.63552748738916,4.64233011417579,4.499776667872,4.1976699705925,4.28381405297509
200809,2008-09-01,4.8,3.88435296158594,3.6749158534054,3.50850544175254,4.22598187961252,3.76550774561915,4.13971337399253,4.05696615767002,3.80143540374669,3.60746646238663,4.32468716755761,4.24425381885671,4.16675929891328,4.52052480639225
200810,2008-10-01,4.2,3.91377501086134,3.58522024835179,3.66321023368614,4.38543877598647,3.74577462563328,4.37871582019209,4.51246349892904,3.81204953005394,3.69478294471517,4.21092938475427,4.03121267294637,4.18133754577248,4.01489251211584
200811,2008-11-01,3.8,3.89040683696575,3.55937975673428,3.34568821632677,4.43023653334855,3.82090721153476,4.24579787173021,4.58208091134344,3.7350171216409,3.5206275267996,4.39894788305952,4.00760593175669,4.28411414185055,4.2112999705761
200812,2008-12-01,3,2.75098062237256,2.66157751577771,2.29656184861147,3.4773693978893,2.75691513539233,3.12129888532398,3.21605351971179,2.62257798478085,2.28381428411741,3.09021507486074,3.50556831085682,2.87709412728137,3.05505945432913
200901,2009-01-01,2.9,2.90976131931502,2.98897734813706,2.51984620547725,3.62784148313189,3.014077023143,3.24104211825935,3.13587722529365,2.88327181135477,2.33635236800238,3.56670080646844,3.782559358834,3.04450500912625,3.32228487440585
